trx_date,yield_pcent
3/29/2021,6.727
3/30/2021,6.79
3/31/2021,6.777
4/1/2021,6.692
4/5/2021,6.636
4/6/2021,6.578
4/7/2021,6.52
4/8/2021,6.453
4/9/2021,6.46
4/12/2021,6.533
4/13/2021,6.596
4/14/2021,6.576
4/15/2021,6.521
4/16/2021,6.494
4/19/2021,6.438
4/20/2021,06:44
4/21/2021,6.453
4/22/2021,6.432
4/23/2021,6.435
4/26/2021,6.439
4/27/2021,6.479
4/28/2021,6.516
4/29/2021,6.481
4/30/2021,6.461
5/3/2021,6.463
5/4/2021,6.454
5/5/2021,6.454
5/6/2021,6.424
5/7/2021,6.411
5/10/2021,06:04
5/11/2021,6.431
5/17/2021,6.465
5/18/2021,6.467
5/19/2021,6.482
5/20/2021,6.506
